,NumDots,SubdomainLevel,PathLevel,UrlLength,NumDash,NumDashInHostname,AtSymbol,TildeSymbol,NumUnderscore,NumPercent,NumQueryComponents,NumAmpersand,NumHash,NumNumericChars,NoHttps,RandomString,IpAddress,DomainInSubdomains,DomainInPaths,HttpsInHostname,HostnameLength,PathLength,QueryLength,DoubleSlashInPath,NumSensitiveWords,EmbeddedBrandName,PctExtHyperlinks,PctExtResourceUrls,ExtFavicon,InsecureForms,RelativeFormAction,ExtFormAction,AbnormalFormAction,PctNullSelfRedirectHyperlinks,FrequentDomainNameMismatch,FakeLinkInStatusBar,RightClickDisabled,PopUpWindow,SubmitInfoToEmail,IframeOrFrame,MissingTitle,ImagesOnlyInForm,SubdomainLevelRT,UrlLengthRT,PctExtResourceUrlsRT,AbnormalExtFormActionR,ExtMetaScriptLinkRT,PctExtNullSelfRedirectHyperlinksRT
991,2,1,3,59,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,36,0,0,0,0,0.2857142857,0.2083333333,0,1,1,1,0,0.0549450549,0,0,0,0,0,1,0,0,1,0,1,0,0,0
3504,3,0,4,44,0,0,0,1,0,0,0,0,0,9,1,0,1,0,0,0,12,25,0,0,0,0,0.0,0.7857142857,0,1,0,0,0,1.0,1,0,0,0,0,1,0,0,1,1,-1,1,1,-1
113,2,1,2,31,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,9,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
919,3,0,7,80,1,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,9,64,0,0,0,0,0.0,0.0,0,0,0,0,0,0.1538461538,0,0,0,0,0,0,0,0,1,-1,1,1,1,1
2509,2,0,3,42,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,13,22,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
9404,3,1,2,55,1,0,0,0,0,0,1,0,0,4,1,0,0,0,1,0,17,19,11,0,0,0,0.0,0.3571428571,0,1,1,0,1,0.0,0,0,0,0,1,1,0,0,1,0,0,-1,0,1
165,5,1,5,79,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,30,42,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1
5263,3,1,5,69,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,16,46,0,0,0,1,0.5217391304,0.8888888889,0,1,0,0,0,0.4782608696,1,0,0,0,0,0,0,0,1,0,-1,1,-1,-1
4603,2,1,3,63,4,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,15,41,0,0,0,0,0.027700831,0.0725806452,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
949,3,0,4,79,1,0,0,0,0,0,2,0,0,24,1,0,0,0,0,0,10,29,32,0,0,0,0.0,0.1666666667,0,1,1,0,1,0.0,0,0,0,0,0,0,0,1,1,-1,1,-1,0,1
4594,3,1,2,32,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,8,0,0,0,0,0.0020790021,0.9,0,1,0,0,0,0.0031185031,0,0,0,0,0,1,0,0,1,1,-1,1,0,1
5727,1,0,4,73,6,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,18,48,0,0,0,0,0.1033057851,0.2972972973,0,1,1,0,1,0.0123966942,0,0,0,0,1,1,0,0,1,0,0,-1,0,1
3770,4,1,4,57,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,23,27,0,0,0,0,0.0,0.0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
2506,5,1,3,103,2,0,0,0,2,0,2,1,0,17,1,0,0,0,0,0,17,33,45,0,0,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,1,-1,1,1,1,1
5107,1,0,1,25,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,15,3,0,0,0,0,0.0082644628,0.1290322581,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
2850,3,1,2,63,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,25,31,0,0,0,0,0.1621621622,0.6557377049,0,1,0,0,0,0.0540540541,0,0,0,0,0,0,0,0,1,0,1,1,0,1
6485,3,1,1,41,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,21,13,0,0,0,0,0.0,0.0,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1
5362,1,0,2,79,2,1,0,0,0,3,1,0,0,8,1,0,0,0,0,0,11,11,49,0,1,0,0.152173913,0.5744680851,0,1,1,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,0,1,0,1
7442,3,1,3,48,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,23,0,0,0,0,0.0,0.4,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,0,1,0,1
4446,3,1,3,47,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,26,0,0,0,0,0.0,0.0,0,1,1,0,0,0.0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
4460,2,0,4,67,1,0,0,0,0,1,0,0,0,3,1,1,0,0,0,0,10,50,0,0,0,0,0.9230769231,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,1,1,-1,-1
9513,2,1,1,78,2,0,0,0,0,2,2,1,0,16,1,0,0,0,0,0,15,9,46,0,0,0,0.0432432432,0.0588235294,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1
2505,3,1,2,50,0,0,0,0,0,0,1,0,0,5,1,1,0,0,1,0,15,20,7,0,0,0,0.0072992701,0.0361445783,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
1114,5,0,4,57,0,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,9,41,0,0,1,1,1.0,0.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,1,1,1,-1
8397,1,0,0,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,1,0,0,0,0,0.3571428571,0.0,0,0,0,0,0,0.2142857143,0,0,0,0,0,0,0,0,1,1,1,1,1,0
298,4,0,3,66,0,0,0,0,1,0,2,1,0,9,1,0,1,0,0,0,12,22,24,0,0,0,0.375,0.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,1,1,0,0
1675,5,1,2,80,0,0,0,0,0,0,3,2,0,4,1,0,0,0,1,0,10,15,47,0,0,0,0.0526315789,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1
3347,2,0,1,88,0,0,0,0,1,0,5,4,0,11,1,0,0,0,0,0,9,10,61,0,0,0,0.0350877193,0.0294117647,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1
2735,2,1,3,47,2,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,16,24,0,0,0,0,0.0316901408,0.231884058,0,1,0,0,0,0.073943662,0,0,0,0,1,1,0,0,1,1,1,1,0,1
7819,4,1,9,213,2,0,0,1,0,0,1,0,0,63,1,1,0,0,1,0,18,110,77,0,1,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1
4988,4,1,5,94,1,0,0,0,1,0,0,0,0,17,1,1,0,0,1,0,18,69,0,0,0,0,0.0,0.2,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,0,1
9894,1,0,0,28,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,20,1,0,0,0,0,0.0,0.25,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
5817,2,0,7,145,1,1,0,0,0,0,1,0,0,21,1,1,0,0,1,0,26,53,58,0,2,0,0.0,0.3333333333,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,0,1
4325,6,4,4,63,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,41,15,0,0,0,0,0.6444444444,0.1428571429,1,1,0,1,0,0.3333333333,0,0,0,0,1,0,0,0,-1,0,1,0,1,-1
6719,4,1,9,102,1,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,19,76,0,0,0,1,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,-1,-1,1,-1,-1
8786,1,0,3,81,8,0,0,0,0,0,0,0,0,3,1,1,0,0,1,0,11,63,0,0,0,0,0.1145833333,0.3684210526,0,1,0,0,0,0.0729166667,0,0,0,0,0,0,0,0,1,-1,-1,1,0,1
4550,1,0,9,60,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,17,36,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
8572,2,1,4,57,0,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,16,34,0,0,0,0,0.0704225352,0.5,0,1,0,0,0,0.0563380282,0,0,0,0,0,0,0,0,1,0,1,1,0,1
7847,2,0,2,41,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,16,18,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
2103,2,1,3,30,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,9,0,0,0,0,0.0,0.0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1
5813,3,1,5,88,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,30,51,0,0,0,0,0.75,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,-1
9104,1,0,5,80,10,1,0,0,0,0,0,0,0,8,1,1,0,0,1,0,16,57,0,0,0,0,0.1230769231,0.3076923077,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,0,1
7453,2,0,3,95,13,0,0,0,0,0,0,0,0,5,1,0,0,0,1,0,12,76,0,0,0,0,0.13125,0.1527777778,0,1,0,0,0,0.00625,0,0,0,0,0,1,0,0,1,-1,1,1,0,1
1837,3,0,2,33,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11,15,0,0,0,0,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,-1,1,-1,-1
7902,2,1,7,62,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,22,33,0,0,0,0,0.0,0.0740740741,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
8318,3,1,3,53,1,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,22,24,0,0,0,0,0.9230769231,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1
8723,1,0,5,59,1,0,0,0,0,0,0,0,0,6,1,1,0,0,0,0,17,35,0,0,0,0,0.1051136364,0.0453074434,0,1,0,0,0,0.0071022727,0,0,0,0,0,1,0,0,1,0,1,1,-1,1
607,2,1,6,145,12,0,0,0,1,0,1,0,0,9,1,1,0,0,1,0,15,114,8,0,0,0,0.1153846154,0.1666666667,0,1,0,0,0,0.0,0,0,0,0,1,0,0,0,1,-1,1,1,0,1
8374,2,1,5,132,7,0,0,0,2,0,3,2,0,15,1,1,0,0,0,0,24,56,44,0,0,0,0.1421052632,1.0,1,1,1,1,0,0.0,0,0,0,0,0,1,0,0,1,-1,-1,0,0,1
1093,2,1,2,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,27,10,0,0,0,0,0.1008403361,1.0,1,1,1,0,1,0.0336134454,0,0,0,0,0,1,0,0,1,1,-1,-1,-1,1
6387,1,0,5,81,6,0,0,0,0,0,0,0,0,8,1,1,0,0,1,0,17,57,0,0,0,0,0.2,0.987804878,0,1,1,1,0,0.0347826087,0,0,0,0,1,1,0,0,1,-1,-1,0,-1,1
6505,2,1,3,49,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,21,21,0,0,0,0,0.2696629213,0.5820895522,0,1,0,1,0,0.0112359551,0,0,0,0,0,1,0,0,1,1,0,0,0,1
8964,1,0,2,22,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,11,4,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
4487,1,0,3,59,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,18,34,0,0,0,0,0.0377358491,0.16,0,1,0,0,0,0.0943396226,0,0,0,0,0,1,0,0,1,0,1,1,0,1
160,5,0,6,85,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,9,69,0,0,0,1,0.6551724138,0.9285714286,0,1,1,0,1,0.1034482759,1,0,0,0,0,0,0,0,1,-1,-1,-1,-1,-1
203,4,1,2,79,2,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,28,36,7,0,0,0,0.2,0.0,0,1,0,0,0,0.0,0,0,0,0,1,0,0,0,1,-1,1,1,0,1
7040,1,0,3,44,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,17,0,0,0,0,0.0,0.25,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
5893,4,0,3,142,0,0,0,0,2,0,3,2,0,45,1,0,1,0,0,0,12,22,100,0,1,0,0.375,0.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,-1,1,1,0,0
4933,2,0,2,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,26,0,0,0,0,0.0,0.9743589744,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,-1,1,-1,1
2934,2,1,7,74,4,0,0,0,0,0,0,0,0,12,1,1,0,0,1,0,19,48,0,0,0,0,0.1071428571,0.2222222222,0,1,1,0,1,0.0119047619,0,0,0,0,0,1,0,0,1,0,1,-1,0,1
7322,1,0,3,59,0,0,0,0,0,0,0,0,0,21,1,1,0,0,0,0,14,38,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
2435,2,0,2,37,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,15,0,0,0,0,0.9230769231,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1
1230,3,1,3,45,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,26,12,0,0,0,0,0.0,0.2666666667,0,1,0,0,0,1.0,0,0,0,0,0,1,0,0,1,1,0,1,1,-1
8675,1,0,2,27,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14,6,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
3046,3,1,1,36,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,18,11,0,0,1,0,0.0,0.0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1
9654,2,1,3,48,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,22,19,0,0,0,0,0.0,0.7857142857,0,1,0,0,0,1.0,1,0,0,0,0,1,0,0,1,1,-1,1,1,-1
8419,1,0,2,64,6,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,9,48,0,0,0,0,0.3648648649,0.6,0,1,1,0,0,0.0,0,0,0,0,0,1,0,0,1,0,-1,1,0,0
7666,2,1,3,54,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,13,34,0,0,0,0,0.0,0.0833333333,0,0,0,0,0,0.0795454545,0,0,0,0,0,1,0,0,1,0,1,1,0,1
6407,2,0,2,75,0,0,0,0,2,0,2,1,0,13,1,0,0,0,1,0,11,28,28,0,0,0,0.3541666667,0.7588652482,0,1,0,0,0,0.0,0,0,0,0,1,1,0,0,1,0,-1,1,0,0
4251,4,0,4,102,2,0,0,0,0,0,0,0,0,32,1,1,1,0,0,0,13,47,34,0,2,0,0.0,0.0357142857,1,1,0,0,0,0.0,1,0,0,0,0,1,0,0,1,-1,1,1,1,1
5577,4,1,3,68,0,0,0,0,2,0,0,0,0,3,1,0,0,0,0,0,24,37,0,0,0,0,0.0,0.0833333333,0,1,0,0,0,0.1538461538,0,0,0,0,0,0,0,0,1,0,1,1,0,1
3293,1,0,5,95,8,0,0,0,0,0,0,0,0,8,1,1,0,0,0,0,10,78,0,0,0,0,0.1111111111,0.5238095238,0,1,0,0,0,0.0111111111,0,0,0,0,0,1,0,0,1,-1,-1,1,0,1
4034,8,7,2,194,3,2,0,0,0,0,1,1,0,33,1,1,0,1,0,0,76,34,76,0,1,0,0.0,0.3333333333,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,-1,-1,1,1,0,1
8112,3,1,3,54,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,32,0,0,0,0,0.9230769231,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,1,1,-1,-1
4290,4,1,5,60,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,14,39,0,0,1,0,0.0238095238,0.2,1,1,1,1,0,0.9523809524,0,0,0,0,0,1,0,0,1,0,0,0,0,-1
4334,2,0,3,49,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,23,19,0,0,0,0,0.375,1.0,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,-1,1,-1,0
5931,4,1,4,61,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,26,28,0,0,0,0,0.0,0.0,0,1,1,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
3877,2,1,3,105,4,0,0,0,0,3,1,0,0,11,1,0,0,0,1,0,17,38,42,0,0,0,0.0522875817,0.0655737705,0,1,1,0,1,0.0,0,0,0,0,1,0,0,0,1,-1,1,-1,1,1
5428,2,1,3,113,8,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,28,78,0,0,0,0,0.1323529412,0.9677419355,0,1,0,0,0,0.0441176471,0,0,0,0,1,0,0,0,1,-1,-1,1,0,1
4753,1,0,1,109,11,0,0,0,0,0,1,0,0,14,1,0,0,0,0,0,16,8,77,0,0,0,0.0982142857,0.25,0,1,1,0,1,0.0,0,0,0,0,0,0,0,0,1,-1,1,-1,1,1
4886,2,0,3,41,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,12,22,0,0,0,0,0.0,0.0,0,1,1,0,0,0.0,1,0,0,0,0,0,0,0,1,1,1,1,1,1
857,1,0,3,82,7,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,16,59,0,0,0,0,0.0,0.45,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,-1,1,0,1
8233,3,1,1,51,0,0,0,0,0,0,2,1,0,4,1,0,0,0,0,0,18,12,13,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,1,1
8375,2,1,3,39,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,19,13,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
2561,2,0,4,57,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,15,35,0,0,0,0,0.0,0.0,0,1,1,0,0,1.0,0,0,0,0,0,0,0,0,1,0,1,1,1,-1
3801,2,1,0,27,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,19,1,0,0,0,0,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,1,0,0,1,1,-1,1,-1,-1
2640,3,1,4,58,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,20,31,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
9663,3,2,8,80,0,0,0,0,0,0,0,0,0,6,1,1,0,0,1,0,29,44,0,0,0,0,0.03125,0.0508474576,0,0,0,0,0,0.015625,0,0,0,0,1,1,0,0,0,-1,1,1,1,1
4490,2,1,3,35,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,15,13,0,0,0,0,0.0691489362,0.2682926829,0,1,0,0,0,0.0053191489,0,0,0,0,0,1,0,0,1,1,1,1,0,1
2347,1,0,3,42,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,18,17,0,0,0,0,0.1171171171,0.9857142857,1,1,1,0,0,0.0810810811,0,0,0,0,1,0,0,0,1,1,-1,1,-1,1
649,2,0,2,73,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,0,10,23,32,0,0,0,0.5,1.0,1,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,0,-1,1,-1,0
2781,6,4,4,61,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,27,27,0,0,2,0,0.7857142857,0.0588235294,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,-1,0,1,1,0,-1
5652,2,0,1,40,0,0,0,0,1,0,1,0,0,3,1,0,0,0,0,0,11,14,7,0,0,0,0.1021505376,0.12,0,1,1,0,1,0.0,0,0,0,0,0,1,0,0,1,1,1,-1,0,1
8543,3,1,1,38,1,0,0,0,0,0,0,0,0,5,1,1,0,0,1,0,15,16,0,0,0,0,0.0117647059,0.4444444444,0,1,1,0,0,0.0117647059,0,0,0,0,0,1,0,0,1,1,1,1,0,1
8677,2,0,1,32,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,18,7,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,1,0,1,1,1,1,1,1
6433,2,0,2,90,4,0,0,0,0,0,1,1,0,19,1,1,0,0,0,0,17,22,43,0,0,0,0.072815534,0.0249376559,0,1,0,1,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,0,0,1
615,4,0,3,137,7,0,0,0,4,0,3,2,0,8,1,1,0,0,1,0,16,52,61,0,0,0,0.1476683938,1.0,0,0,0,0,0,0.0,0,0,0,0,1,1,0,0,1,-1,-1,1,0,1
8448,3,1,3,53,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,25,21,0,0,0,0,0.0,0.0714285714,1,1,0,0,0,1.0,0,0,0,0,0,1,0,0,1,1,1,1,1,-1
2575,2,1,4,91,2,0,0,1,0,0,0,0,0,21,1,1,0,0,0,0,20,64,0,0,1,0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,1,1
53,1,0,2,91,0,0,0,0,9,0,0,0,0,5,1,1,0,0,1,0,22,62,0,0,0,0,0.0277777778,1.0,1,1,0,0,0,0.1222222222,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,1
3340,2,0,3,93,9,0,0,0,0,0,0,0,0,12,1,1,0,0,1,0,16,70,0,0,0,0,0.0588235294,0.1111111111,0,1,0,0,0,0.0481283422,0,0,0,0,1,0,0,0,1,-1,1,1,0,1
7037,2,1,3,71,0,0,0,0,0,0,0,0,0,17,1,1,0,0,1,0,27,37,0,0,0,0,0.0,0.7857142857,0,1,0,0,0,1.0,1,0,0,0,0,1,0,0,1,0,-1,1,1,-1
1705,3,1,8,153,3,1,0,0,0,0,0,0,0,47,1,1,0,0,1,0,20,126,0,0,0,0,0.0,0.0416666667,1,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,-1,1,1,0,1
9060,2,1,2,53,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,37,8,0,0,0,0,0.0,0.0,0,0,1,0,0,1.0,0,0,0,0,0,0,0,0,1,1,1,1,1,-1
9352,2,1,1,48,4,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,21,20,0,0,0,0,0.0108695652,0.1875,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,0,1
1493,3,1,4,61,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,23,31,0,0,0,0,0.0,0.08,0,1,1,0,1,0.9589041096,0,0,0,0,0,1,0,0,1,0,1,-1,1,-1
9963,3,1,5,64,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,24,33,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
5632,1,0,5,78,0,0,0,0,0,0,0,0,0,17,1,1,0,0,0,0,20,51,0,0,0,0,0.2023809524,1.0,0,1,0,0,0,0.0119047619,0,0,0,0,0,0,0,0,1,-1,-1,1,-1,1
803,2,0,9,121,3,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,28,86,0,0,1,0,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,-1,-1,1,-1,-1
4953,3,2,6,80,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,25,48,0,0,0,0,0.0303030303,0.0638297872,0,0,0,0,0,0.0,0,0,0,0,1,0,0,0,0,-1,1,1,1,1
6933,1,0,3,64,0,0,0,0,0,0,0,0,0,15,1,1,0,0,0,0,19,38,0,0,0,0,0.0,0.0,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,0,1,1,1,1
7104,1,0,2,98,0,0,0,0,8,0,1,0,0,0,1,1,0,0,1,0,10,69,11,0,0,0,0.0303030303,0.3064516129,1,0,0,0,0,0.0,0,0,0,0,0,1,0,0,1,-1,0,1,0,1
990,2,1,0,25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,17,1,0,0,0,0,0.0268817204,0.0555555556,0,1,1,0,0,0.0107526882,0,0,0,0,1,0,0,0,1,1,1,1,1,1
2774,3,1,4,61,0,0,0,0,0,0,1,0,0,7,1,0,0,0,0,0,25,23,5,0,0,0,0.1608040201,0.2826086957,0,1,1,0,0,0.0,0,0,0,0,0,1,0,0,1,0,1,1,0,1
7470,3,1,2,62,0,0,0,0,0,0,1,0,0,6,1,0,0,0,0,0,19,22,13,0,0,0,0.0,0.0241935484,0,1,1,0,0,0.0,0,0,1,0,0,0,0,0,1,0,1,1,0,1
6419,2,1,3,52,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,24,21,0,0,0,0,0.0838323353,0.8888888889,1,0,0,0,0,0.002994012,0,0,0,0,0,0,0,0,1,1,1,1,-1,1
3513,3,0,2,46,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,18,21,0,0,0,0,0.0,0.0,0,1,0,0,0,1.0,0,0,0,0,0,0,0,1,1,1,1,1,1,-1
5478,2,0,3,76,2,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,18,51,0,0,0,0,0.0,0.24,0,1,1,0,1,0.0,0,0,0,0,1,1,0,0,1,-1,1,-1,-1,1
8400,3,1,2,36,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,23,6,0,0,0,0,0.1351351351,0.3095238095,0,1,0,0,0,0.2972972973,0,0,0,0,1,1,0,0,1,1,1,1,0,0
219,2,0,6,51,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,6,38,0,0,0,0,1.0,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,-1,1,-1,-1
6969,2,0,1,42,3,0,0,0,0,0,0,0,0,3,1,0,0,0,1,0,12,23,0,0,0,0,0.4615384615,0.0666666667,0,1,0,0,0,0.0,0,0,0,0,0,0,0,0,1,1,1,1,0,0
1288,2,0,3,46,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,16,23,0,0,0,0,0.9230769231,1.0,0,1,0,0,0,0.0,1,0,0,0,0,0,0,0,1,1,1,1,-1,-1
3163,3,1,8,54,1,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,16,31,0,0,0,0,1.0,0.1428571429,1,1,0,0,0,0.0,0,0,0,0,0,1,0,0,1,0,1,1,0,-1
